kode_prov,nama_prov,jenis_pdrb,kode_komp,nama_komp,nilai_jt
51,Bali,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,321127.85397324845
51,Bali,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,265886.30394380057
51,Bali,PRODUKSI,I-07,Perikanan ,2174716.7885602354
51,Bali,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",0
51,Bali,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
51,Bali,PRODUKSI,I-10,Pertambangan Bijih Logam,0
51,Bali,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,2048630.5881746158
51,Bali,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
51,Bali,PRODUKSI,I-13,Industri Makanan dan Minuman ,3097916.342918929
51,Bali,PRODUKSI,I-14,Industri Pengolahan Tembakau,19038.040914590307
51,Bali,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,1324070.5794594812
51,Bali,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",488788.779353053
51,Bali,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",1680046.0203975057
51,Bali,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",381768.1083840912
51,Bali,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",100321.10897341435
51,Bali,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",54096.027962803186
51,Bali,PRODUKSI,I-21,Industri Barang Galian bukan Logam,827061.558374046
51,Bali,PRODUKSI,I-22,Industri Logam Dasar ,0
51,Bali,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",298527.29347478796
51,Bali,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,6911.91429903019
51,Bali,PRODUKSI,I-25,Industri Alat Angkutan,13326.128872456959
51,Bali,PRODUKSI,I-26,Industri Furnitur,663232.0234113222
51,Bali,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",2851340.0035686977
51,Bali,PRODUKSI,I-28,Ketenagalistrikan ,484949.13990327343
51,Bali,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,7805.079258823545
51,Bali,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",546899.8598486314
51,Bali,PRODUKSI,I-31,Konstruksi,16128279.036371833
51,Bali,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",5404113.465045435
51,Bali,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",14333350.565645674
51,Bali,PRODUKSI,I-34,Angkutan Rel ,0
51,Bali,PRODUKSI,I-35,Angkutan Darat,3407886.932123481
51,Bali,PRODUKSI,I-36,Angkutan Laut ,198385.06470083143
51,Bali,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,1168116.4169127122
51,Bali,PRODUKSI,I-38,Angkutan Udara,11515774.336194972
51,Bali,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",2365135.1287401537
51,Bali,PRODUKSI,I-40,Penyediaan Akomodasi ,26989285.894933693
51,Bali,PRODUKSI,I-41,Penyediaan Makan Minum,15760616.883821066
51,Bali,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,9959171.186912509
51,Bali,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,8363506.133335819
51,Bali,PRODUKSI,I-44,Asuransi dan Dana Pensiun,804905.3309849361
51,Bali,PRODUKSI,I-45,Jasa Keuangan Lainnya,688951.2858376333
51,Bali,PRODUKSI,I-46,Jasa Penunjang Keuangan,469615.6379977302
51,Bali,PRODUKSI,I-47,Real Estate,10986570.572431264
51,Bali,PRODUKSI,I-48,Jasa Perusahaan,4727693.893573963
51,Bali,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",6424449.757034956
51,Bali,PRODUKSI,I-50,Jasa Pendidikan,8193062.610840749
51,Bali,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,4015475.9304186674
51,Bali,PRODUKSI,I-52,Jasa Lainnya,7455167.060246705
52,Nusa Tenggara Barat,PRODUKSI,I-01,Pertanian Tanaman Pangan ,9078556.555862185
52,Nusa Tenggara Barat,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",7329254.1629347745
52,Nusa Tenggara Barat,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,1691855.6025316417
52,Nusa Tenggara Barat,PRODUKSI,I-04,Peternakan ,2695619.0600734623
52,Nusa Tenggara Barat,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,389504.87885415775
52,Nusa Tenggara Barat,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,293201.34561037715
52,Nusa Tenggara Barat,PRODUKSI,I-07,Perikanan ,5565318.550215915
52,Nusa Tenggara Barat,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",0
52,Nusa Tenggara Barat,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
52,Nusa Tenggara Barat,PRODUKSI,I-10,Pertambangan Bijih Logam,16699371.966605447
52,Nusa Tenggara Barat,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,4000950.8641687646
52,Nusa Tenggara Barat,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
52,Nusa Tenggara Barat,PRODUKSI,I-13,Industri Makanan dan Minuman ,2767150.7630877867
52,Nusa Tenggara Barat,PRODUKSI,I-14,Industri Pengolahan Tembakau,530899.2495773357
52,Nusa Tenggara Barat,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,586817.6208927677
52,Nusa Tenggara Barat,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",6135.18841741211
52,Nusa Tenggara Barat,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",750617.4275003306
52,Nusa Tenggara Barat,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",87487.18487591732
52,Nusa Tenggara Barat,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",32379.433076554513
52,Nusa Tenggara Barat,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",4761.869909138739
52,Nusa Tenggara Barat,PRODUKSI,I-21,Industri Barang Galian bukan Logam,693443.390351869
52,Nusa Tenggara Barat,PRODUKSI,I-22,Industri Logam Dasar ,142049.5565514413
52,Nusa Tenggara Barat,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",171746.62687806276
52,Nusa Tenggara Barat,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,14275.450712998796
52,Nusa Tenggara Barat,PRODUKSI,I-25,Industri Alat Angkutan,80758.19981666656
52,Nusa Tenggara Barat,PRODUKSI,I-26,Industri Furnitur,438828.4686261376
52,Nusa Tenggara Barat,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",175264.96208477824
52,Nusa Tenggara Barat,PRODUKSI,I-28,Ketenagalistrikan ,455235.2941285259
52,Nusa Tenggara Barat,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,2850.3304609578504
52,Nusa Tenggara Barat,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",190456.66326312718
52,Nusa Tenggara Barat,PRODUKSI,I-31,Konstruksi,11394175.347821556
52,Nusa Tenggara Barat,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",3118952.518775407
52,Nusa Tenggara Barat,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",9339830.232736645
52,Nusa Tenggara Barat,PRODUKSI,I-34,Angkutan Rel ,0
52,Nusa Tenggara Barat,PRODUKSI,I-35,Angkutan Darat,3853271.015320153
52,Nusa Tenggara Barat,PRODUKSI,I-36,Angkutan Laut ,1106526.2502519274
52,Nusa Tenggara Barat,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,482554.31280287413
52,Nusa Tenggara Barat,PRODUKSI,I-38,Angkutan Udara,2525034.5688250973
52,Nusa Tenggara Barat,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",843246.7068908771
52,Nusa Tenggara Barat,PRODUKSI,I-40,Penyediaan Akomodasi ,1629023.5173460972
52,Nusa Tenggara Barat,PRODUKSI,I-41,Penyediaan Makan Minum,2570302.673244493
52,Nusa Tenggara Barat,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,2218254.54333621
52,Nusa Tenggara Barat,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,3058828.6764928894
52,Nusa Tenggara Barat,PRODUKSI,I-44,Asuransi dan Dana Pensiun,255499.89346149363
52,Nusa Tenggara Barat,PRODUKSI,I-45,Jasa Keuangan Lainnya,612012.4604460632
52,Nusa Tenggara Barat,PRODUKSI,I-46,Jasa Penunjang Keuangan,4594.431380470985
52,Nusa Tenggara Barat,PRODUKSI,I-47,Real Estate,6107352.537314099
52,Nusa Tenggara Barat,PRODUKSI,I-48,Jasa Perusahaan,1508644.7039485576
52,Nusa Tenggara Barat,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",5800931.203028923
52,Nusa Tenggara Barat,PRODUKSI,I-50,Jasa Pendidikan,6143050.618422414
52,Nusa Tenggara Barat,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,1734841.2034015302
52,Nusa Tenggara Barat,PRODUKSI,I-52,Jasa Lainnya,2124170.999166242
53,Nusa Tenggara Timur,PRODUKSI,I-01,Pertanian Tanaman Pangan ,5109028.236392262
53,Nusa Tenggara Timur,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",2243345.3748903056
53,Nusa Tenggara Timur,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,2358278.298447472
53,Nusa Tenggara Timur,PRODUKSI,I-04,Peternakan ,3870484.4816463846
53,Nusa Tenggara Timur,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,292322.68243797193
53,Nusa Tenggara Timur,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,22425.422415703895
53,Nusa Tenggara Timur,PRODUKSI,I-07,Perikanan ,7261196.926158336
53,Nusa Tenggara Timur,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",20838.279699224764
53,Nusa Tenggara Timur,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
53,Nusa Tenggara Timur,PRODUKSI,I-10,Pertambangan Bijih Logam,4629.991705205692
53,Nusa Tenggara Timur,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,1137238.3293306218
53,Nusa Tenggara Timur,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
53,Nusa Tenggara Timur,PRODUKSI,I-13,Industri Makanan dan Minuman ,2449175.8848547544
53,Nusa Tenggara Timur,PRODUKSI,I-14,Industri Pengolahan Tembakau,4890.811305716226
53,Nusa Tenggara Timur,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,332765.09153144865
53,Nusa Tenggara Timur,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",2023.3881692676086
53,Nusa Tenggara Timur,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",234623.37690601597
53,Nusa Tenggara Timur,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",31821.177363468243
53,Nusa Tenggara Timur,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",4062.5686612408826
53,Nusa Tenggara Timur,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",112.70808072421183
53,Nusa Tenggara Timur,PRODUKSI,I-21,Industri Barang Galian bukan Logam,213570.65905756035
53,Nusa Tenggara Timur,PRODUKSI,I-22,Industri Logam Dasar ,0
53,Nusa Tenggara Timur,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",67530.49631919054
53,Nusa Tenggara Timur,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,0
53,Nusa Tenggara Timur,PRODUKSI,I-25,Industri Alat Angkutan,15133.653178650655
53,Nusa Tenggara Timur,PRODUKSI,I-26,Industri Furnitur,352986.16425124614
53,Nusa Tenggara Timur,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",121044.20930579896
53,Nusa Tenggara Timur,PRODUKSI,I-28,Ketenagalistrikan ,240275.7333234456
53,Nusa Tenggara Timur,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,5144.730195913355
53,Nusa Tenggara Timur,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",88288.41225777195
53,Nusa Tenggara Timur,PRODUKSI,I-31,Konstruksi,8019324.815975139
53,Nusa Tenggara Timur,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",2203168.3549097376
53,Nusa Tenggara Timur,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",7427178.172515654
53,Nusa Tenggara Timur,PRODUKSI,I-34,Angkutan Rel ,0
53,Nusa Tenggara Timur,PRODUKSI,I-35,Angkutan Darat,2836677.855418073
53,Nusa Tenggara Timur,PRODUKSI,I-36,Angkutan Laut ,346817.2376873364
53,Nusa Tenggara Timur,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,336221.8713704371
53,Nusa Tenggara Timur,PRODUKSI,I-38,Angkutan Udara,2624626.504844243
53,Nusa Tenggara Timur,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",487170.5781318612
53,Nusa Tenggara Timur,PRODUKSI,I-40,Penyediaan Akomodasi ,471496.15566759254
53,Nusa Tenggara Timur,PRODUKSI,I-41,Penyediaan Makan Minum,1198240.8463504084
53,Nusa Tenggara Timur,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,4246851.833222548
53,Nusa Tenggara Timur,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,2892795.081509266
53,Nusa Tenggara Timur,PRODUKSI,I-44,Asuransi dan Dana Pensiun,102265.7372557773
53,Nusa Tenggara Timur,PRODUKSI,I-45,Jasa Keuangan Lainnya,486979.92352856626
53,Nusa Tenggara Timur,PRODUKSI,I-46,Jasa Penunjang Keuangan,13919.759235914273
53,Nusa Tenggara Timur,PRODUKSI,I-47,Real Estate,4934622.804303801
53,Nusa Tenggara Timur,PRODUKSI,I-48,Jasa Perusahaan,447605.66976357915
53,Nusa Tenggara Timur,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9340850.772362582
53,Nusa Tenggara Timur,PRODUKSI,I-50,Jasa Pendidikan,7341826.798232833
53,Nusa Tenggara Timur,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,1788381.7096151023
53,Nusa Tenggara Timur,PRODUKSI,I-52,Jasa Lainnya,2599566.7557742083
61,Kalimantan Barat,PRODUKSI,I-01,Pertanian Tanaman Pangan ,2267285.757809089
61,Kalimantan Barat,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",2040476.4323635935
61,Kalimantan Barat,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,16853857.571122773
61,Kalimantan Barat,PRODUKSI,I-04,Peternakan ,4022268.990235275
61,Kalimantan Barat,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,450022.20081542985
61,Kalimantan Barat,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,1727041.564602567
61,Kalimantan Barat,PRODUKSI,I-07,Perikanan ,3525468.834143731
61,Kalimantan Barat,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",0
61,Kalimantan Barat,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,5412.970227326454
61,Kalimantan Barat,PRODUKSI,I-10,Pertambangan Bijih Logam,1924271.0209779348
61,Kalimantan Barat,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,1898061.4641948163
61,Kalimantan Barat,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
61,Kalimantan Barat,PRODUKSI,I-13,Industri Makanan dan Minuman ,16177125.318748299
61,Kalimantan Barat,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
61,Kalimantan Barat,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,66448.12677753116
61,Kalimantan Barat,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",64925.29906327457
61,Kalimantan Barat,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",1575393.7196971483
61,Kalimantan Barat,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",44146.18343634557
61,Kalimantan Barat,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",59402.62440292737
61,Kalimantan Barat,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",950203.431186906
61,Kalimantan Barat,PRODUKSI,I-21,Industri Barang Galian bukan Logam,214583.38336108968
61,Kalimantan Barat,PRODUKSI,I-22,Industri Logam Dasar ,180617.93486259828
61,Kalimantan Barat,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",538399.1586549294
61,Kalimantan Barat,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,47579.77877300872
61,Kalimantan Barat,PRODUKSI,I-25,Industri Alat Angkutan,213035.08737414045
61,Kalimantan Barat,PRODUKSI,I-26,Industri Furnitur,151975.28701188575
61,Kalimantan Barat,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",48009.6058327865
61,Kalimantan Barat,PRODUKSI,I-28,Ketenagalistrikan ,630440.7037744904
61,Kalimantan Barat,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,14401.835778854409
61,Kalimantan Barat,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",302304.54033129127
61,Kalimantan Barat,PRODUKSI,I-31,Konstruksi,6798365.633769129
61,Kalimantan Barat,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",5999676.391656662
61,Kalimantan Barat,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",12936005.213134475
61,Kalimantan Barat,PRODUKSI,I-34,Angkutan Rel ,0
61,Kalimantan Barat,PRODUKSI,I-35,Angkutan Darat,2887269.2938086265
61,Kalimantan Barat,PRODUKSI,I-36,Angkutan Laut ,297280.28981710714
61,Kalimantan Barat,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,726801.3775266
61,Kalimantan Barat,PRODUKSI,I-38,Angkutan Udara,3389586.4536756743
61,Kalimantan Barat,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",801733.2471790971
61,Kalimantan Barat,PRODUKSI,I-40,Penyediaan Akomodasi ,861909.2488555366
61,Kalimantan Barat,PRODUKSI,I-41,Penyediaan Makan Minum,3829857.3368751495
61,Kalimantan Barat,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,5232850.769675998
61,Kalimantan Barat,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,4354834.594516783
61,Kalimantan Barat,PRODUKSI,I-44,Asuransi dan Dana Pensiun,665910.8837500864
61,Kalimantan Barat,PRODUKSI,I-45,Jasa Keuangan Lainnya,605172.9833168777
61,Kalimantan Barat,PRODUKSI,I-46,Jasa Penunjang Keuangan,385445.629191706
61,Kalimantan Barat,PRODUKSI,I-47,Real Estate,6349511.730438165
61,Kalimantan Barat,PRODUKSI,I-48,Jasa Perusahaan,1189805.8426432246
61,Kalimantan Barat,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",8387814.421051099
61,Kalimantan Barat,PRODUKSI,I-50,Jasa Pendidikan,5363422.612119281
61,Kalimantan Barat,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,1644114.8144025928
61,Kalimantan Barat,PRODUKSI,I-52,Jasa Lainnya,2400683.7964987354
62,Kalimantan Tengah,PRODUKSI,I-01,Pertanian Tanaman Pangan ,2006772.4733890034
62,Kalimantan Tengah,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",767298.8904796956
62,Kalimantan Tengah,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,18674300.598805033
62,Kalimantan Tengah,PRODUKSI,I-04,Peternakan ,1305475.949367703
62,Kalimantan Tengah,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,529959.9768154261
62,Kalimantan Tengah,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,3474144.4375441684
62,Kalimantan Tengah,PRODUKSI,I-07,Perikanan ,2889470.367284162
62,Kalimantan Tengah,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",282377.71519228694
62,Kalimantan Tengah,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,7046473.695154521
62,Kalimantan Tengah,PRODUKSI,I-10,Pertambangan Bijih Logam,1899361.786671834
62,Kalimantan Tengah,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,1128542.2435726994
62,Kalimantan Tengah,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
62,Kalimantan Tengah,PRODUKSI,I-13,Industri Makanan dan Minuman ,17538624.601271883
62,Kalimantan Tengah,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
62,Kalimantan Tengah,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,36740.217786266665
62,Kalimantan Tengah,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",37397.17243850906
62,Kalimantan Tengah,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",605851.2197999274
62,Kalimantan Tengah,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",59102.03640727974
62,Kalimantan Tengah,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",755013.9358343539
62,Kalimantan Tengah,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",733218.8121840253
62,Kalimantan Tengah,PRODUKSI,I-21,Industri Barang Galian bukan Logam,219699.45429069095
62,Kalimantan Tengah,PRODUKSI,I-22,Industri Logam Dasar ,71763.583822571
62,Kalimantan Tengah,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",190865.24160671036
62,Kalimantan Tengah,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,54215.37465738043
62,Kalimantan Tengah,PRODUKSI,I-25,Industri Alat Angkutan,194603.15825088057
62,Kalimantan Tengah,PRODUKSI,I-26,Industri Furnitur,203418.49001252008
62,Kalimantan Tengah,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",160825.1661407528
62,Kalimantan Tengah,PRODUKSI,I-28,Ketenagalistrikan ,244636.48355407405
62,Kalimantan Tengah,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,4164.293265253738
62,Kalimantan Tengah,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",309598.22708890977
62,Kalimantan Tengah,PRODUKSI,I-31,Konstruksi,8374952.203550653
62,Kalimantan Tengah,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",773341.6565525488
62,Kalimantan Tengah,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",11152353.562581575
62,Kalimantan Tengah,PRODUKSI,I-34,Angkutan Rel ,0
62,Kalimantan Tengah,PRODUKSI,I-35,Angkutan Darat,4756483.434823647
62,Kalimantan Tengah,PRODUKSI,I-36,Angkutan Laut ,1394471.2106833109
62,Kalimantan Tengah,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,1217228.400652406
62,Kalimantan Tengah,PRODUKSI,I-38,Angkutan Udara,1486094.239065252
62,Kalimantan Tengah,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",838214.4926814068
62,Kalimantan Tengah,PRODUKSI,I-40,Penyediaan Akomodasi ,392367.44394983025
62,Kalimantan Tengah,PRODUKSI,I-41,Penyediaan Makan Minum,2195656.475299856
62,Kalimantan Tengah,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,2057990.7668019044
62,Kalimantan Tengah,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,2143653.1421943964
62,Kalimantan Tengah,PRODUKSI,I-44,Asuransi dan Dana Pensiun,467834.567218457
62,Kalimantan Tengah,PRODUKSI,I-45,Jasa Keuangan Lainnya,362441.55089614354
62,Kalimantan Tengah,PRODUKSI,I-46,Jasa Penunjang Keuangan,18860.655813434954
62,Kalimantan Tengah,PRODUKSI,I-47,Real Estate,3866570.2739473614
62,Kalimantan Tengah,PRODUKSI,I-48,Jasa Perusahaan,831840.2423241031
62,Kalimantan Tengah,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",5916574.366847563
62,Kalimantan Tengah,PRODUKSI,I-50,Jasa Pendidikan,4054515.060656813
62,Kalimantan Tengah,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,901718.6816543475
62,Kalimantan Tengah,PRODUKSI,I-52,Jasa Lainnya,1753277.7715603784
63,Kalimantan Selatan,PRODUKSI,I-01,Pertanian Tanaman Pangan ,6248831.175866908
63,Kalimantan Selatan,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",792407.3470726346
63,Kalimantan Selatan,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,6581595.626960199
63,Kalimantan Selatan,PRODUKSI,I-04,Peternakan ,3799598.0404500617
63,Kalimantan Selatan,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,491622.6630062445
63,Kalimantan Selatan,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,808044.4251728026
63,Kalimantan Selatan,PRODUKSI,I-07,Perikanan ,6149801.119750302
63,Kalimantan Selatan,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",646837.7448931001
63,Kalimantan Selatan,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,40655343.66194843
63,Kalimantan Selatan,PRODUKSI,I-10,Pertambangan Bijih Logam,675757.143330875
63,Kalimantan Selatan,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,987789.2203042147
63,Kalimantan Selatan,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
